id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
57112ebc85ba1,18,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#808080,98,1,NA       ,0.29,0.29,0.23,0.14,0.28,0.23
5711348e42f02,19,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#7f00ff,111,4,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
571137cd27765,18,Female,8,no,twoColorsObj,#0000FF,#FF00FF,#8000FF,47,3,NA       ,0.11,0.11,0.08,0.15,0.1,0.08
5711389736065,19,Female,8,no,twoColorsObj,#0000FF,#FF00FF,#B000FF,94,4,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
57113d4d93c81,18,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#800080,243,3,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
5711703bd85fc,18,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#7f00ff,49,5,NA       ,0.11,0.11,0.09,0.15,0.1,0.08
5734d89183dab,19,Female,29,no,twoColorsObj,#0000FF,#FF00FF,#B000FF,27,4,NA       ,0.14,0.14,0.08,0.11,0.13,0.09
5734e397122ce,19,Male,6,no,twoColorsObj,#0000FF,#FF00FF,#00FF80,44,2,NA       ,0.39,0.39,0.33,0.25,0.38,0.33
5736048bb110b,19,Male,32,no,twoColorsObj,#0000FF,#FF00FF,#800080,161,5,NA       ,0.19,0.19,0.12,0.06,0.18,0.12
573634984323e,19,Male,32,no,twoColorsObj,#0000FF,#FF00FF,#ab00ff,89,4,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
57366c199283c,19,Male,32,no,twoColorsObj,#0000FF,#FF00FF,#FF0000,243,4,NA       ,0.39,0.39,0.3,0.18,0.38,0.31
57427cf6bad0c,19,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#c6aeff,230,2,NA       ,0.23,0.23,0.17,0.11,0.22,0.17
5744dce84ffa5,16,Male,13,no,twoColorsObj,#0000FF,#FF00FF,#ca0088,150,2,NA       ,0.26,0.26,0.18,0.06,0.26,0.19
574511e99b6d9,19,Female,32,no,twoColorsObj,#0000FF,#FF00FF,#8080FF,122,4,NA       ,0.17,0.17,0.13,0.13,0.17,0.13
5745350dc1e22,19,Female,31,no,twoColorsObj,#0000FF,#FF00FF,#ab00ff,95,3,NA       ,0.13,0.13,0.08,0.12,0.13,0.09
5745c1c07cc0c,18,Other,31,no,twoColorsObj,#0000FF,#FF00FF,#FB0080,442,3,NA       ,0.31,0.31,0.22,0.1,0.3,0.23
5745f6f039dc9,15,Male,33,no,twoColorsObj,#0000FF,#FF00FF,#FFFFFF,0,2,NA       ,0.29,0.29,0.23,0.14,0.28,0.23
