id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
5710cbc5f0ea4,23,Male,32,no,twoColorsObj,#00FF00,#00FFFF,#8080FF,240,2,NA       ,0.23,0.23,0.2,0.12,0.26,0.23
5710cbf204d10,22,Male,3,no,twoColorsObj,#00FF00,#00FFFF,#D7A700,635,4,NA       ,0.17,0.17,0.17,0.2,0.18,0.17
5710cc5a7829c,27,Male,32,no,twoColorsObj,#00FF00,#00FFFF,#46ff9c,203,5,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
5710cd0a515bb,25,Male,7,no,twoColorsObj,#00FF00,#00FFFF,#00ffb7,667,4,NA       ,0.08,0.08,0.05,0.07,0.1,0.07
5710cd99df604,23,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#46ff9c,388,4,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
5710ce6c1308c,23,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#00ffb7,94,5,NA       ,0.08,0.08,0.05,0.07,0.1,0.07
5710cf445718e,25,Male,32,no,twoColorsObj,#00FF00,#00FFFF,#ab00ff,120,3,NA       ,0.28,0.28,0.24,0.16,0.3,0.27
5710d140b7c5a,26,Male,32,no,twoColorsObj,#00FF00,#00FFFF,#c4ff9e,117,2,NA       ,0.11,0.11,0.1,0.12,0.12,0.1
5710d71ff24c3,20,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#5792ff,694,2,Sky-Blue ,0.22,0.22,0.19,0.11,0.25,0.22
5710d9dcc23f0,21,Male,18,no,twoColorsObj,#00FF00,#00FFFF,#7d93a6,166,1,NA       ,0.15,0.15,0.12,0.07,0.18,0.15
5710e60f69205,24,Female,31,no,twoColorsObj,#00FF00,#00FFFF,#008080,744,2,NA       ,0.13,0.13,0.09,0.04,0.16,0.13
5710ee9e58646,25,Female,32,yes,twoColorsObj,#00FF00,#00FFFF,#46ff9c,151,4,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
571103343658b,20,Female,32,no,twoColorsObj,#00FF00,#00FFFF,#0080FF,99,2,Sky-Blue ,0.25,0.25,0.21,0.13,0.28,0.25
57111f6c42412,22,Male,34,no,twoColorsObj,#00FF00,#00FFFF,#8000FF,116,3,NA       ,0.29,0.29,0.26,0.18,0.32,0.29
5711231e370f2,24,Male,32,yes,twoColorsObj,#00FF00,#00FFFF,#46ff9c,273,4,NA       ,0.07,0.07,0.06,0.1,0.09,0.06
57112a657ac25,20,Female,24,no,twoColorsObj,#00FF00,#00FFFF,#00FF80,86,2,NA       ,0.06,0.06,0.06,0.12,0.07,0.05
57112cec29456,26,Male,11,no,twoColorsObj,#00FF00,#00FFFF,#6effa3,247,3,NA       ,0.08,0.08,0.07,0.1,0.1,0.08
57112da850667,22,Female,47,no,twoColorsObj,#00FF00,#00FFFF,#00FF80,407,3,NA       ,0.06,0.06,0.06,0.12,0.07,0.05
